,brr1_PredVol
141,0.11525590938574505
142,0.1189679316905907
143,0.12755714989712444
144,0.11950124558126773
145,0.11764310915622377
146,0.12963377217686609
147,0.14093233364829927
148,0.11946818875743216
149,0.10714520722156355
150,0.11925039422628646
151,0.12816147051779422
152,0.12966116105986536
153,0.14424123620342202
154,0.13773875631084406
155,0.14321766355909496
156,0.1443687425552504
157,0.1650399129299283
158,0.13849030845435484
159,0.12518633468227472
160,0.13130789163167303
161,0.12252342256770525
162,0.1113441449506549
163,0.10990425085713573
164,0.12048225469706154
165,0.10457412398510384
166,0.11210597176532204
167,0.1185812259540836
168,0.10466971253781938
169,0.09420470680447085
170,0.10877208672674321
171,0.09835800504870716
172,0.09882002829224668
173,0.12345421856089471
174,0.10690323106282805
175,0.0895548802045337
176,0.08291809759068007
177,0.10323737747599063
178,0.09982028084670029
179,0.09089045965265571
180,0.09289078865117148
181,0.10022084377586038
182,0.10982616690296261
183,0.1020621702054643
184,0.08896050591082369
185,0.09339434591038007
186,0.09411709665893113
187,0.0877300965568175
188,0.08377258602608727
189,0.08879488123784955
190,0.09981141579298848
191,0.10836213721251825
192,0.10753901573153912
193,0.10874239462932064
194,0.09497009693343648
195,0.09282572379905103
196,0.11213974866439759
197,0.129542806188657
198,0.0970105447848838
199,0.082575944453546
200,0.082511586312888
201,0.08196611895506509
202,0.0819248982224973
203,0.08051552594121925
204,0.07563055825045295
205,0.07362626053488817
206,0.07182042225055393
207,0.07106628727412301
208,0.07762097093305698
209,0.0740984189523868
210,0.07352239501592442
211,0.09322667411093911
212,0.09561100561068205
213,0.08800688801637507
214,0.08976813836433914
215,0.08390116555853934
216,0.07610763517445568
217,0.07816649460518724
218,0.09863753729620167
219,0.09212913619109193
220,0.08873181541869597
221,0.09194033353837135
222,0.09776889487560257
223,0.08662945874353946
224,0.08887929925860169
225,0.08608583670548053
226,0.09158049155299702
227,0.10495565892563398
228,0.10220753651109984
229,0.0950029658415959
230,0.09449580754956187
231,0.09622754666414068
232,0.1012714715317429
233,0.10002774640569874
234,0.08849014918935275
235,0.08655396176321761
236,0.09451439934148739
237,0.09037866485129958
238,0.0906618010497966
239,0.09166470197626671
240,0.09975776480933761
241,0.0918489757716737
242,0.0975115112070778
243,0.09013265213288979
244,0.08658707721622975
245,0.0916514601023251
246,0.09219620490403471
247,0.09003951274429015
248,0.09209506139574344
249,0.08927531129423194
250,0.07965254889918938
251,0.08108882406087266
252,0.08223290922985434
253,0.07493812689765883
254,0.07434679385345724
255,0.07612053764892296
256,0.08375995000648621
257,0.08059839635454658
258,0.08716151712763809
259,0.07608741289942213
260,0.0686331397569604
261,0.07012443691345616
262,0.07266157192130591
263,0.0736122146638552
264,0.06728921654618963
265,0.08300844368669165
266,0.08472720384735426
267,0.08754699041957903
268,0.08467517420219078
269,0.07336079370368548
270,0.07231866835241604
271,0.07474696654401547
272,0.07891066490616973
273,0.08080203178621316
274,0.07422527125656704
275,0.08038157451337268
276,0.0741670466816634
277,0.06494737815948025
278,0.062409307883391565
279,0.06349135752338962
280,0.06791780849040914
281,0.07014932580387141
282,0.06757459462075624
283,0.0705388193827528
284,0.07155062050499662
285,0.07389388873779824
286,0.06788383584265388
287,0.07353680520893546
288,0.06352594023443577
289,0.054865789608932215
290,0.05395578859248944
291,0.062198279360028946
292,0.058427818082647916
293,0.05950548852940753
294,0.0631045600612829
295,0.06311172118090286
296,0.0621914160596861
297,0.06271663004069421
298,0.06899057909913486
299,0.05992290890255629
300,0.08057214464228143
301,0.07816944388032476
302,0.07168630595540564
303,0.06851245714373025
304,0.0816658353327385
305,0.06483994170389003
306,0.07997404817491395
307,0.07988610601936534
308,0.08047300325867333
309,0.0740192583332711
310,0.07571700139545469
311,0.07476195782909185
312,0.07652574940138507
313,0.06969862452332304
314,0.07008272867130107
315,0.07440122699475897
316,0.07256349421277473
317,0.07734785586653645
318,0.07528890748902745
319,0.06353648508509233
320,0.07206226521474592
321,0.07216919003094727
322,0.07434450402815587
323,0.07411874240968247
324,0.0725358926715143
325,0.07271150698722413
326,0.07312368308783833
327,0.07582355659068482
328,0.09138850766167701
329,0.07931566390624709
330,0.08255445589675603
331,0.08670382225661095
332,0.08319508090939795
333,0.07856028372699689
334,0.07838295427500892
335,0.0824912461731845
336,0.08132873105849778
337,0.07623474048671701
338,0.07851952108915539
339,0.07145899085806046
340,0.07394725261016094
341,0.08191970442440671
342,0.08664172738268656
343,0.09314910060327096
344,0.09507297781072047
345,0.09825870241650056
346,0.09766504591316659
347,0.09556828809054198
348,0.087995086053139
349,0.08482237581853007
350,0.08627340921229844
351,0.07898833356873869
352,0.07912914119455358
353,0.08959521446646483
354,0.07537473893591119
355,0.07841894497139663
356,0.0805272108822732
357,0.10362001984465784
358,0.08348441366898983
359,0.0822664924879491
360,0.08057776291541491
361,0.08282341379073373
362,0.07735625261270447
363,0.06724332750226765
364,0.07084899818732587
365,0.06969375616578705
366,0.0660991923840047
367,0.06952206322457177
368,0.06179371020428615
369,0.06422930398962179
370,0.07223040538681832
371,0.06975705713786039
372,0.08090869204189076
373,0.08636476209990447
374,0.08288900012873407
375,0.08309779674393095
376,0.08273745606417326
377,0.08551293840273279
378,0.08359451694914231
379,0.10537312723909248
380,0.10856327137718794
381,0.10417136702245358
382,0.10206700555315762
383,0.09847698724369797
384,0.09576252072675037
385,0.09869553954115874
386,0.09355144839773308
387,0.08260966306030937
388,0.0814749753811015
389,0.0771968404450692
390,0.08051469628755076
